tcga,printable,input_csv,output_csv,method,task,model,seed,missing_before,missing_after,repaired,log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_211519.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/HNSC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_211519.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,5,2,3,ok
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_161318.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/HNSC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_161318.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_202242.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/HNSC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_202242.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_144927.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/HNSC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_144927.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,1,0,ok
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_050204.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KICH_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_050204.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,3,0,3,ok
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_001646.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KICH_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_001646.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_053405.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KICH_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_053405.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_013644.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KICH_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_013644.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_052935.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KICH_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_052935.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,0,1,ok
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_005935.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KICH_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_005935.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_051606.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KICH_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_051606.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_003816.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KICH_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_003816.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_131848.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_131848.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,6,1,5,ok
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_053733.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_053733.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_153908.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_153908.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,45,30,15,ok
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_105000.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_105000.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,2,0,ok
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_145730.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_145730.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,30,17,13,ok
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_091707.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_091707.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_141729.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_141729.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,20,8,12,ok
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_074429.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_074429.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_203251.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRP_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_203251.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_164428.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRP_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_164428.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,1,0,ok
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_205155.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRP_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_205155.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,5,2,3,ok
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_190300.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRP_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_190300.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,0,1,ok
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_204443.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRP_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_204443.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,1,1,ok
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_175138.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRP_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_175138.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_203820.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRP_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_203820.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,4,2,2,ok
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_172155.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/KIRP_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_172155.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LIHC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_032702.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LIHC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_032702.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,141,132,9,ok
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LIHC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_211621.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LIHC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_211621.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,14,7,7,ok
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LIHC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_061404.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LIHC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_061404.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,18,11,7,ok
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LIHC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_013618.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LIHC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_013618.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,0,1,ok
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LIHC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_052650.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LIHC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_052650.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,6,3,3,ok
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LIHC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_002846.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LIHC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_002846.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LIHC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_042214.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LIHC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_042214.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,7,3,4,ok
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LIHC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_232345.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LIHC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_232345.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,1,0,ok
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_143702.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_143702.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,1,0,ok
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_070508.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_070508.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,1,1,ok
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_183703.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_183703.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,0,1,ok
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_112656.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_112656.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,1,0,ok
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_171436.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_171436.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,6,3,3,ok
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_100850.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_100850.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_160940.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_160940.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,3,3,0,ok
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_083819.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_083819.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUSC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_042814.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUSC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_042814.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,1,0,ok
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUSC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_195601.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUSC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_195601.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,4,3,1,ok
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUSC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_080955.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUSC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_080955.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,14,9,5,ok
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUSC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_012323.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUSC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_012323.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,7,6,1,ok
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUSC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_070526.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUSC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_070526.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,6,3,3,ok
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUSC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_230601.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUSC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_230601.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,4,1,3,ok
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUSC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_055912.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUSC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_055912.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,8,4,4,ok
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/LUSC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_214624.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/LUSC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_214624.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,5,3,2,ok
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/runs2/MESO_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_111822.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/MESO_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_111822.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,29,28,1,ok
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/runs2/MESO_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_092048.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/MESO_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_092048.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,0,1,ok
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/runs2/MESO_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_115925.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/MESO_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_115925.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,5,4,1,ok
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/runs2/MESO_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_110040.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/MESO_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_110040.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,1,0,ok
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/runs2/MESO_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_115049.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/MESO_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_115049.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,6,4,2,ok
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/runs2/MESO_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_100747.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/MESO_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_100747.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/runs2/MESO_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_114351.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/MESO_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_114351.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,7,4,3,ok
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/runs2/MESO_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_094812.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/MESO_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_094812.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,3,1,2,ok
