tcga,printable,dataset,task,method,context_json,model,seed,train_fraction,computed_train_size,edit_threshold,results_csv,log_file
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/COAD_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_COAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/COAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_052815.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/COAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_052815.log
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/COAD_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_COAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/COAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_052858.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/COAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_052858.log
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/COAD_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_COAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/COAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_052931.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/COAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_052931.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_053014.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_053014.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_053117.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_053117.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_053220.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_053220.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_053324.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_053324.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_060355.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_060355.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_070430.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_070430.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_070545.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_070545.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_070634.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/ESCA_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_070634.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_071720.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_071720.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_071836.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_071836.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_071951.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_071951.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_072110.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_072110.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_072220.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_072220.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_072324.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_072324.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_072448.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_072448.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_073519.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/HNSC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_073519.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_073624.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_073624.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_073725.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_073725.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_073821.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_073821.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_073913.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_073913.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_074007.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_074007.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_074037.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_074037.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_074119.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_074119.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_074157.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KICH_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_074157.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_074233.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_074233.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_074333.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_074333.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_075326.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_075326.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080358.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080358.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080458.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080458.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080527.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080527.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080607.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080607.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080636.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080636.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080708.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080708.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080806.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080806.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080915.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_080915.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_081011.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_081011.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_081117.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_081117.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_081123.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_081123.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_081127.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_081127.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_081138.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/KIRP_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_081138.log
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LIHC_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LIHC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/LIHC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_081144.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/LIHC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_081144.log
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LIHC_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LIHC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.1,5,80,/home/yl3427/cylab/selfCorrectionAgent/runs2/LIHC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_081248.csv,/home/yl3427/cylab/selfCorrectionAgent/runs2/LIHC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250908_081248.log
