tcga,printable,dataset,task,method,context_json,model,seed,train_fraction,computed_train_size,edit_threshold,results_csv,log_file
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/COAD_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_COAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,21,80,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_074615.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_074615.log
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/COAD_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_COAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,21,80,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_090109.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_090109.log
COAD,Colon Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/COAD_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_COAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,21,80,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_092804.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/COAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_092804.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,6,80,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_095103.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_095103.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,6,80,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_103102.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_103102.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,6,80,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_112201.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_112201.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,6,80,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_113139.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_113139.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,6,80,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_120020.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_120020.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,6,80,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_121905.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_121905.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,6,80,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_132934.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_132934.log
ESCA,Esophageal Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/ESCA_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_ESCA.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,6,80,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_134023.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/ESCA_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_134023.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,23,80,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_134843.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_134843.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,23,80,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_144927.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_144927.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,23,80,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_161318.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_161318.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,23,80,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_172032.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_172032.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,21,80,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_193840.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_193840.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,21,80,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_202242.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_202242.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,21,80,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_211519.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_211519.log
HNSC,Head and Neck Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/HNSC_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_HNSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,21,80,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_222637.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/HNSC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250911_222637.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,6,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_001646.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_001646.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,6,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_003816.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_003816.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,6,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_005935.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_005935.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,6,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_013644.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_013644.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,3,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_050204.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_050204.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,3,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_051606.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_051606.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,3,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_052935.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_052935.log
KICH,Kidney Chromophobe,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KICH_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KICH.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,3,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_053405.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KICH_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_053405.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,26,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_053733.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_053733.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,26,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_074429.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_074429.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,26,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_091707.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_091707.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,26,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_105000.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_105000.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,13,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_131848.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_131848.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,13,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_141729.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_141729.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,13,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_145730.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_145730.log
KIRC,Kidney Renal Clear Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRC_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,13,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_153908.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_153908.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,14,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_164428.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_164428.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,14,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_172155.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_172155.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,14,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_175138.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_175138.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,14,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_190300.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_190300.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,4,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_203251.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_203251.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,4,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_203820.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_203820.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,4,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_204443.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_204443.log
KIRP,Kidney Renal Papillary Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/KIRP_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_KIRP.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,4,80,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_205155.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/KIRP_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_205155.log
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LIHC_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LIHC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,17,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_211621.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_211621.log
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LIHC_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LIHC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,17,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_232345.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250912_232345.log
